Cluster ID	Status	Cluster name	Size	Cluster members	Organisms	Length	Identity
UniRef50_G4V4G1	partially reviewed	Cluster: Insulin-like growth factor-binding protein-related protein 1	9	G4V4G1; A0A023FVS8; F0J9Y3; D5LHI8; A0A023GP16; A0A087TVX1; L7M9Q3; V5HAZ7; V5HPR6	Cupiennius salei (American wandering spider); Amblyomma parvum; Amblyomma variegatum (Tropical bont tick); Amblyomma americanum (Lone star tick); Amblyomma triste; Stegodyphus mimosarum; Rhipicephalus pulchellus; Ixodes ricinus (Common tick)	261	50%
UniRef50_G8FZS4	reviewed	Cluster: Crassipeptide cce9a (Fragment)	1	G8FZS4	Turridrupa cerithina (Sea snail) (Crassispira cerithina)	59	50%
UniRef50_G8XQX1	partially reviewed	Cluster: L-amino-acid oxidase	31	G8XQX1; B5U6Y8; A0A0A1WCY6; Q4F867; K7GCX7; X2JCV5; Q90W54; Q6WP39; A0A077L6L4; A0A068EPZ2; Q6STF1; P0C2D5; T2HRS5; G1KRH4; T2HQ57; B5AR80; P0DI84; F8S0Z5; P56742; A0A0F7Z0X7; B0VXW0; P0DMG8; J7H670; T1DJZ4; O93364; T1DP54; T1E6V1; K9N7B7; U3FYQ2; U3EPI5; A6MFL0	Daboia russelii (Russels viper) (Vipera russelii); Echis ocellatus (Ocellated saw-scaled viper); Echis coloratus (Carpet viper); Daboia siamensis (Eastern Russels viper) (Daboia russelii siamensis); Pelodiscus sinensis (Chinese softshell turtle) (Trionyx sinensis); Cerastes cerastes (Horned desert viper); Gloydius blomhoffii (Mamushi) (Agkistrodon halys blomhoffi); Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri); Protobothrops elegans (Elegant pitviper) (Trimeresurus elegans); Gloydius intermedius (Central Asian pit viper) (Agkistrodon intermedius); Gloydius halys (Chinese water mocassin) (Agkistrodon halys); Protobothrops flavoviridis (Habu) (Trimeresurus flavoviridis); Anolis carolinensis (Green anole) (American chameleon); Ovophis okinavensis (Ryukyu Island pit viper) (Trimeresurus okinavensis); Bothrops pauloensis (Neuwieds lancehead) (Bothrops neuwiedi pauloensis); Vipera ammodytes ammodytes (Western sand viper); Crotalus adamanteus (Eastern diamondback rattlesnake); Crotalus atrox (Western diamondback rattlesnake); Sistrurus catenatus edwardsii (Desert massasauga) (Crotalophorus edwardsii); Bothrops cotiara (Cotiara) (Rhinocerophis cotiara); Lachesis muta (South American bushmaster); Crotalus horridus (Timber rattlesnake); Crotalus oreganus helleri (Southern pacific rattlesnake) (Crotalus viridis helleri); Crotalus durissus cumanensis (South American rattlesnake); Micrurus fulvius (Eastern coral snake) (Coluber fulvius); Demansia vestigiata (Lesser black whip snake) (Demansia atra)	504	50%
UniRef50_G8YYA5	partially reviewed	Cluster: Antimicrobial peptide 1	8	G8YYA5; G8YYA6; P0DME4; P0DME3; G1FE62; A0A060QMQ0; A0A060QQ43; P0DME2	Androctonus amoreuxi (African fattail scorpion); Chaerilus tricostatus (Scorpion); Androctonus aeneas	74	50%
UniRef50_H1ZZI2	reviewed	Cluster: Toxin To13	1	H1ZZI2	Tityus obscurus (Amazonian scorpion) (Tityus cambridgei)	89	50%
UniRef50_H1ZZI9	reviewed	Cluster: Toxin Tpa8	1	H1ZZI9	Tityus pachyurus (Colombian scorpion)	101	50%
UniRef50_H9KQJ7	partially reviewed	Cluster: Omega-conotoxin-like protein 1	16	H9KQJ7; V9IFQ3; UPI0003DF6DB4; UPI000252AECE; UPI000626E814; UPI000580D9B9; W4VSZ6; E2AG47; UPI00059D310B; UPI0005CE2955; UPI0005F49DE7; UPI000258D8E0; E2B984; UPI0005908DD2; UPI00021A7175; UPI00063F3D0D	Apis mellifera (Honeybee); Apis cerana (Indian honeybee); Apis dorsata (Giant honeybee); Apis florea (Dwarf honeybee); Orussus abietinus; Acromyrmex echinatior (Panamanian leafcutter ant) (Acromyrmex octospinosus echinatior); Atta cephalotes (Leafcutter ant); Camponotus floridanus (Florida carpenter ant); Ceratosolen solmsi marchali; Vollenhovia emeryi; Megachile rotundata (alfalfa leafcutting bee); Harpegnathos saltator (Jerdons jumping ant); Bombus impatiens (Bumblebee); Monomorium pharaonis (Pharaoh ant)	74	50%
UniRef50_I0CME7	reviewed	Cluster: Hyaluronidase conohyal-Cn1	1	I0CME7	Conus consors (Singed cone)	448	50%
UniRef50_I0CME8	reviewed	Cluster: Hyaluronidase conohyal-ad1 (Fragment)	1	I0CME8	Conus adamsonii (Cone snail)	347	50%
UniRef50_I0DEB3	partially reviewed	Cluster: Amphiphatic peptide CT1	4	I0DEB3; T1E6W7; T1E7M2; T1DEI3	Vaejovis mexicanus smithi (Scorpion) (Vaejovis smithi); Cercophonius squama	68	50%
UniRef50_I2G9B4	partially reviewed	Cluster: Kunitz-type serine protease inhibitor PIVL	13	I2G9B4; F8J2G1; A8Y7N9; P85039; H7BRM8; S4S375; Q2ES47; Q2ES46; P85041; R4G7H4; R4FIG4; E5AJX3; P00992	Macrovipera lebetina transmediterranea (Blunt-nosed viper) (Vipera lebetina transmediterranea); Drysdalia coronoides (White-lipped snake) (Hoplocephalus coronoides); Daboia siamensis (Eastern Russels viper) (Daboia russelii siamensis); Vipera renardi (Steppe viper) (Vipera ursinii renardi); Daboia russelii (Russels viper) (Vipera russelii); Furina ornata; Vipera nikolskii (Nikolskys adder); Vipera ammodytes ammodytes (Western sand viper)	95	50%
UniRef50_I6R1R5	partially reviewed	Cluster: Omega-scoloptoxin-Ssm1a	2	I6R1R5; I6RA69	Scolopendra mutilans (Chinese red-headed centipede) (Scolopendra subspinipes mutilans); Scolopendra subspinipes (Vietnamese centipede)	129	50%
UniRef50_I6RA66	partially reviewed	Cluster: Kappa-scoloptoxin-Ssm2a	7	I6RA66; I6RU42; I6RA71; I6S394; I6S7G9; I6R1R7; I6S7H3	Scolopendra mutilans (Chinese red-headed centipede) (Scolopendra subspinipes mutilans); Scolopendra subspinipes (Vietnamese centipede)	74	50%
UniRef50_I6RU32	reviewed	Cluster: Kappa-scoloptoxin-Ssm1a	3	I6RU32; I6R1R9; I6S3A0	Scolopendra mutilans (Chinese red-headed centipede) (Scolopendra subspinipes mutilans)	74	50%
UniRef50_I6RU46	reviewed	Cluster: Kappa-scoloptoxin-Ssm1d	2	I6RU46; I6RA73	Scolopendra mutilans (Chinese red-headed centipede) (Scolopendra subspinipes mutilans)	75	50%
UniRef50_I6RU51	partially reviewed	Cluster: Putative neurotoxin 3	4	I6RU51; I6S7H5; I6S3A5; I6R1S1	Scolopendra mutilans (Chinese red-headed centipede) (Scolopendra subspinipes mutilans); Scolopendra subspinipes (Vietnamese centipede)	77	50%
UniRef50_I6S390	reviewed	Cluster: Omega-scoloptoxin-Ssm2a	2	I6S390; I6RU37	Scolopendra mutilans (Chinese red-headed centipede) (Scolopendra subspinipes mutilans)	76	50%
UniRef50_I6S3A9	partially reviewed	Cluster: Putative neurotoxin 7	2	I6S3A9; V9IS25	Scolopendra mutilans (Chinese red-headed centipede) (Scolopendra subspinipes mutilans); Scolopendra subspinipes (Vietnamese centipede)	114	50%
UniRef50_I6S7G5	reviewed	Cluster: Kappa-scoloptoxin-Ssm3a	1	I6S7G5	Scolopendra mutilans (Chinese red-headed centipede) (Scolopendra subspinipes mutilans)	84	50%
UniRef50_I6S7I0	reviewed	Cluster: Putative neurotoxin 5	3	I6S7I0; I6R1S4; I6RA76	Scolopendra mutilans (Chinese red-headed centipede) (Scolopendra subspinipes mutilans)	64	50%
UniRef50_J3S820	partially reviewed	Cluster: Hyaluronidase	152	J3S820; A0A0F7Z3G4; F8S0Z4; U3TDE8; A0A077L860; A3QVN2; U3TBU1; U3TDI3; T1D6Q3; W5K009; F7G4T3; UPI00045435DD; UPI00045E074E; UPI0006449F32; UPI0003B33DE4; A0A087YG09; UPI0004A4F8C5; I3MUD8; A0A091IKM9; UPI0004BFDFCF; F7EV85; A4IGQ6; I3J858; UPI0003EBEE17; UPI0003AFDC25; UPI00032994CF; I3J859; UPI0003BD6A04; M7BWV8; UPI0003890489; UPI0005115BB8; UPI000393DDF8; UPI0004F11A95; UPI000359F611; UPI000395A2BF; A0A091F605; UPI0004DE084A; H0Z1F7; UPI000194E281; UPI0003512CED; H0WAZ5; UPI0005D1A667; H2UXI1; H2UXI0; F1QNM5; A1L235; UPI00042AF0D6; F7CV12; F7CV46; A0A099Z728; UPI00052EFEE7; A0A093KBN0; UPI00051E59CD; UPI0004DFE4EB; UPI0003EDDB38; UPI0002C54294; G1LD27; D2HAZ0; G9L0T9; G9L0U0; UPI00034408A9; UPI000576DC7B; G3P1P1; UPI000495325B; UPI00054EC183; UPI00054B914D; M3WWR2; UPI00042BE500; UPI0006447316; K7G342; G1U509; UPI00032B1F70; A0A061IIY5; UPI00022F4686; UPI000528B2C8; UPI000520D736; UPI00052354DA; UPI00038718AD; UPI00051B40F8; UPI0005117375; UPI0005296D70; UPI0004F412B6; UPI0004F4E635; UPI000521BC76; UPI000530795E; UPI000528C8F5; UPI00052147A0; UPI00052A0A15; UPI00052390AF; UPI000515228E; UPI0005226492; UPI0005218AD9; UPI00039909AA; UPI0005D0A39E; U3J7U9; G1N8B4; UPI000383353E; UPI00052282DF; U3K5K0; F1NFN8; UPI000520D3F8; UPI000528DF17; A0A093ICM5; UPI000528D092; A0A091R725; UPI0004F063AB; A0A091JS53; A0A091Q5G2; A0A091N0E2; A0A091W330; A0A091W7U1; UPI000522D8E3; A0A091PI63; A0A0A0ACA4; A0A093BSB3; A0A091J6F0; UPI00051EE7B6; A0A091L419; A0A093RT41; A0A087VFT7; UPI00053264D0; A0A093P7F3; A0A087RGN0; A0A093IBC8; UPI0003C2A3F8; UPI0003D0C04C; UPI00046B33BF; A0A093Q2L4; UPI0004EFC525; UPI0000E7F80F; UPI000549C5B2; R0K770; UPI0003510FB8; UPI0002C656FA; UPI000496182E; E1BBU8; UPI0003503FD9; UPI0003503D4D; H2ZZ86; V9KHR2; UPI0003C8519C; UPI0003C83CD7; UPI00057B95FF; UPI00057A90BC; UPI0002A47CC1; H2L4F2; H3CYI0; W5NFW9; UPI0003EABC07; UPI0003291ECF; W5NT11; UPI00029D7135	Crotalus adamanteus (Eastern diamondback rattlesnake); Protobothrops flavoviridis (Habu) (Trimeresurus flavoviridis); Echis ocellatus (Ocellated saw-scaled viper); Ovophis okinavensis (Ryukyu Island pit viper) (Trimeresurus okinavensis); Crotalus horridus (Timber rattlesnake); Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus); Ornithorhynchus anatinus (Duckbill platypus); Orycteropus afer afer; Fundulus heteroclitus (Killifish) (Mummichog); Xiphophorus maculatus (Southern platyfish) (Platypoecilus maculatus); Poecilia formosa (Amazon molly) (Limia formosa); Poecilia reticulata (Guppy) (Acanthophacelus reticulatus); Spermophilus tridecemlineatus (Thirteen-lined ground squirrel) (Ictidomys tridecemlineatus); Calypte anna (Annas hummingbird) (Archilochus anna); Xenopus tropicalis (Western clawed frog) (Silurana tropicalis); Oreochromis niloticus (Nile tilapia) (Tilapia nilotica); Neolamprologus brichardi (Fairy cichlid) (Lamprologus brichardi); Pundamilia nyererei; Maylandia zebra (zebra mbuna); Haplochromis burtoni (Burtons mouthbrooder); Chelonia mydas (Green sea-turtle) (Chelonia agassizi); Chrysemys picta bellii (Western painted turtle) (Emys bellii); Nipponia nippon (Crested ibis) (Ibis nippon); Zonotrichia albicollis (White-throated sparrow); Serinus canaria (Island canary) (Fringilla canaria); Ficedula albicollis (Collared flycatcher) (Muscicapa albicollis); Pseudopodoces humilis (Tibetan ground jay) (Podoces humilis); Corvus brachyrhynchos (American crow); Taeniopygia guttata (Zebra finch) (Poephila guttata); Cavia porcellus (Guinea pig); Takifugu rubripes (Japanese pufferfish) (Fugu rubripes); Danio rerio (Zebrafish) (Brachydanio rerio); Peromyscus maniculatus bairdii (prairie deer mouse); Equus caballus (Horse); Tinamus guttatus (White-throated tinamou); Struthio camelus australis; Ursus maritimus (Polar bear) (Thalarctos maritimus); Leptonychotes weddellii (Weddell seal); Odobenus rosmarus divergens (Pacific walrus); Ailuropoda melanoleuca (Giant panda); Mustela putorius furo (European domestic ferret) (Mustela furo); Esox lucius (Northern pike); Gasterosteus aculeatus (Three-spined stickleback); Stegastes partitus (bicolor damselfish); Notothenia coriiceps (black rockcod); Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea); Felis catus (Cat) (Felis silvestris catus); Panthera tigris altaica (Siberian tiger); Clupea harengus (Atlantic herring); Pelodiscus sinensis (Chinese softshell turtle) (Trionyx sinensis); Oryctolagus cuniculus (Rabbit); Ochotona princeps (Southern American pika); Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus); Pterocles gutturalis (yellow-throated sandgrouse); Cariama cristata (Red-legged seriema); Chaetura pelagica (Chimney swift); Falco peregrinus (Peregrine falcon); Fulmarus glacialis (Northern fulmar); Pelecanus crispus (Dalmatian pelican); Colius striatus (Speckled mousebird); Aptenodytes forsteri (Emperor penguin); Pygoscelis adeliae (Adelie penguin); Picoides pubescens (Downy woodpecker) (Dryobates pubescens); Phaethon lepturus (White-tailed tropicbird); Antrostomus carolinensis (Chuck-wills-widow) (Caprimulgus carolinensis); Apaloderma vittatum (Bar-tailed trogon); Chlamydotis macqueenii (Macqueens bustard); Nestor notabilis (Kea); Phalacrocorax carbo (Great cormorant) (Pelecanus carbo); Haliaeetus albicilla (White-tailed sea-eagle); Charadrius vociferus (Killdeer) (Aegialitis vocifera); Columba livia (Rock dove); Aquila chrysaetos canadensis; Anas platyrhynchos (Mallard) (Anas boschas); Meleagris gallopavo (Common turkey); Melopsittacus undulatus (Budgerigar) (Psittacus undulatus); Leptosomus discolor (Madagascar cuckoo roller) (Cuculus discolor); Gallus gallus (Chicken); Gavia stellata (Red-throated diver) (Red-throated loon); Buceros rhinoceros silvestris; Eurypyga helias (Sunbittern); Merops nubicus (Northern carmine bee-eater); Opisthocomus hoazin (Hoatzin) (Phasianus hoazin); Egretta garzetta (little egret); Cathartes aura (Turkey vulture) (Vultur aura); Balearica regulorum gibbericeps (East African grey crowned-crane); Alligator sinensis (Chinese alligator); Alligator mississippiensis (American alligator); Tarsius syrichta (Philippine tarsier); Manacus vitellinus (golden-collared manakin); Ceratotherium simum simum (southern white rhinoceros); Cynoglossus semilaevis (Tongue sole); Bos taurus (Bovine); Latimeria chalumnae (West Indian ocean coelacanth); Callorhinchus milii (Ghost shark); Camelus ferus (Wild Bactrian camel); Vicugna pacos (Alpaca) (Lama pacos); Camelus dromedarius (Dromedary) (Arabian camel); Camelus bactrianus (Bactrian camel); Oryzias latipes (Japanese rice fish) (Japanese killifish); Tetraodon nigroviridis (Spotted green pufferfish) (Chelonodon nigroviridis); Lepisosteus oculatus (Spotted gar); Dasypus novemcinctus (Nine-banded armadillo); Ovis aries (Sheep)	449	50%
UniRef50_J3SDX8	partially reviewed	Cluster: Putative lysosomal acid lipase/cholesteryl ester hydrolase	27	J3SDX8; A0A0F7Z6I0; T1DAW8; H3CAR2; UPI000529811D; A0A091JSW0; W5KK45; Q4TB62; UPI0004A3C5C4; UPI00054B5495; A0A0F8CWB5; UPI000644E9FD; UPI0004969D0D; UPI00046282D7; H9GSL8; UPI0003332FA8; H9GLW4; UPI000462A41A; M4AM10; A0A087XG37; UPI0004439844; UPI0004A4B2C5; UPI00038EAABF; UPI0006443A3A; UPI0006446014; M9P052; A0A0A1WCX0	Crotalus adamanteus (Eastern diamondback rattlesnake); Crotalus horridus (Timber rattlesnake); Tetraodon nigroviridis (Spotted green pufferfish) (Chelonodon nigroviridis); Colius striatus (Speckled mousebird); Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus); Poecilia reticulata (Guppy) (Acanthophacelus reticulatus); Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea); Fundulus heteroclitus (Killifish) (Mummichog); Stegastes partitus (bicolor damselfish); Anolis carolinensis (Green anole) (American chameleon); Jaculus jaculus (Lesser Egyptian jerboa); Xiphophorus maculatus (Southern platyfish) (Platypoecilus maculatus); Poecilia formosa (Amazon molly) (Limia formosa); Chinchilla lanigera (Long-tailed chinchilla) (Chinchilla villidera); Clupea harengus (Atlantic herring); Sparus aurata (Gilthead sea bream); Echis coloratus (Carpet viper)	400	50%
UniRef50_J3SFJ3	partially reviewed	Cluster: Translationally-controlled tumor protein homolog	21	J3SFJ3; T1DKS4; A0A0F7Z9L0; UPI000395CC92; UPI0003D08B66; A0A0B8RWU0; U3EQ60; UPI000298A925; H2VA86; W5ME16; UPI0003EAD31F; UPI0003331D1C; UPI00020AD129; G3H832; Q4T3X2; UPI0004D08E53; UPI0003F0F140; L8IKK7; G1PXI2; H3A5C2; H3A5C1	Crotalus adamanteus (Eastern diamondback rattlesnake); Crotalus horridus (Timber rattlesnake); Pseudopodoces humilis (Tibetan ground jay) (Podoces humilis); Alligator mississippiensis (American alligator); Boiga irregularis (Brown tree snake); Micrurus fulvius (Eastern coral snake) (Coluber fulvius); Takifugu rubripes (Japanese pufferfish) (Fugu rubripes); Lepisosteus oculatus (Spotted gar); Jaculus jaculus (Lesser Egyptian jerboa); Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys); Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus); Tetraodon nigroviridis (Spotted green pufferfish) (Chelonodon nigroviridis); Galeopterus variegatus (Malayan flying lemur) (Cynocephalus variegatus); Elephantulus edwardii (Cape long-eared elephant shrew); Bos mutus; Myotis lucifugus (Little brown bat); Latimeria chalumnae (West Indian ocean coelacanth)	172	50%
UniRef50_J7JU64	reviewed	Cluster: Alpha-conotoxin VxXXIVA	1	J7JU64	Conus vexillum (Flag cone)	68	50%
UniRef50_K4RNX9	partially reviewed	Cluster: Alpha-conotoxin TxIB (Fragment)	41	K4RNX9; H9N3V5; P0CAQ9; P0CAQ8; H9N3V4; A0A068B0X3; A0A068B3Z0; A0A068B6Q6; D4HPE6; P0CY77; A1X8C6; Q3YEH9; Q3YEI0; A0A068B6S9; A0A068B2X3; H9N3Y7; H9N3N3; A0A068B2V1; A0A068B0Y6; A0A068B2H3; H9N3R7; K8DWB5; D4HPD7; L8BU87; A0A068B2G2; A6M938; D4HPE0; D4HPF1; D4HPD9; A0A068B421; A0A068B0Z6; P69658; D4HPF9; Q1L777; D4HPD8; P0C1R7; A0A068B0Z2; Q3YEH8; P0CAQ7; A1X8D1; H9N3W5	Conus textile (Cloth-of-gold cone); Conus quercinus (Oak cone); Conus betulinus (Beech cone); Conus consors (Singed cone); Conus bullatus (Bubble cone); Conus litteratus (Lettered cone); Conus lividus (Livid cone); Conus sanguinolentus; Conus diadema (Diadem cone); Conus circumcisus (Circumcision cone); Conus leopardus (Leopard cone); Conus gauguini (Gauguins cone); Conus purpurascens (Purple cone); Conus monachus (Cone snail); Conus pergrandis (Grand cone); Conus omaria (Omaria cone); Conus imperialis (Imperial cone)	41	50%
UniRef50_K7N5K9	reviewed	Cluster: U1-TRTX-Sp1a	2	K7N5K9; B1P1H8	Selenotypus plumipes (Australian featherleg tarantula); Chilobrachys guangxiensis (Chinese earth tiger tarantula) (Chilobrachys jingzhao)	94	50%
UniRef50_K7Z9Q9	reviewed	Cluster: Nematocyte expressed protein 6	1	K7Z9Q9	Nematostella vectensis (Starlet sea anemone)	287	50%
UniRef50_L0G8Z0	partially reviewed	Cluster: Antimicrobial peptide scorpine-like-1	2	L0G8Z0; T1E6X2	Urodacus yaschenkoi (Inland robust scorpion); Urodacus manicatus	94	50%
UniRef50_L0G8Z2	reviewed	Cluster: Toxin-like protein 10	1	L0G8Z2	Urodacus yaschenkoi (Inland robust scorpion)	78	50%
UniRef50_L0GB04	reviewed	Cluster: La1-like protein 15	3	L0GB04; K7WMX6; H2CYP1	Urodacus yaschenkoi (Inland robust scorpion); Heterometrus spinifer (Asia giant forest scorpion) (Malaysian black scorpion); Pandinus cavimanus (Tanzanian red clawed scorpion)	103	50%
UniRef50_L0GCJ1	reviewed	Cluster: La1-like protein 13	1	L0GCJ1	Urodacus yaschenkoi (Inland robust scorpion)	98	50%
UniRef50_L0GCJ6	reviewed	Cluster: Putative antimicrobial peptide 7848	1	L0GCJ6	Urodacus yaschenkoi (Inland robust scorpion)	82	50%
UniRef50_L0GCW8	reviewed	Cluster: Toxin-like protein 14	1	L0GCW8	Urodacus yaschenkoi (Inland robust scorpion)	104	50%
UniRef50_M1INJ1	reviewed	Cluster: Putative insect toxin Acra6	1	M1INJ1	Androctonus crassicauda (Arabian fat-tailed scorpion)	60	50%
UniRef50_N0EAL3	partially reviewed	Cluster: Mauriporin	12	N0EAL3; T1E7N3; T1E6X9; T1E6Y8; Q9Y0X4; B8XH54; D9U2B5; D9U2B7; P0CI93; E4VP11; P86407; C9X4J0	Androctonus mauritanicus (Fat-tailed scorpion); Isometroides vescus; Lychas buchari; Mesobuthus martensii (Manchurian scorpion) (Buthus martensii); Buthus occitanus israelis (Common yellow scorpion); Lychas mucronatus (Chinese swimming scorpion); Mesobuthus eupeus (Lesser Asian scorpion) (Buthus eupeus); Tityus discrepans (Venezuelan scorpion)	73	50%
UniRef50_O16846	reviewed	Cluster: Potassium channel toxin kappa-stichotoxin-Hm1a	9	O16846; Q0EAE5; E2S063; P29187; E2S066; E2S065; E2S064; E2S061; E2S062	Heteractis magnifica (Magnificent sea anemone) (Radianthus magnifica); Anemonia erythraea (Sea anemone); Stichodactyla mertensii (Mertens carpet sea anemone); Stichodactyla helianthus (Sun anemone) (Stoichactis helianthus); Thalassianthus aster (Fuzzy-tipped anemone); Heterodactyla hemprichii (Hemprichs sea anemone); Cryptodendrum adhaesivum (Adhesive sea anemone); Stichodactyla gigantea (Giant carpet anemone) (Gigantic sea anemone); Stichodactyla haddoni (Saddle carpet anemone) (Haddons sea anemone)	74	50%
UniRef50_O18423	reviewed	Cluster: Lysenin	4	O18423; O18425; Q3LX99; O18424	Eisenia fetida (Red wiggler worm)	297	50%
UniRef50_O46028	reviewed	Cluster: Potassium channel toxin alpha-KTx 10.1	1	O46028	Centruroides noxius (Mexican scorpion)	62	50%
UniRef50_O46166	reviewed	Cluster: U1-agatoxin-Ta1a	3	O46166; O46167; O46168	Eratigena agrestis (Hobo spider) (Tegenaria agrestis)	68	50%
UniRef50_O76198	reviewed	Cluster: U2-ctenitoxin-Pn1b	1	O76198	Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer)	115	50%
UniRef50_O76199	reviewed	Cluster: Delta-ctenitoxin-Pn2c	3	O76199; P29425; P29423	Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer)	82	50%
UniRef50_O76201	reviewed	Cluster: Omega-ctenitoxin-Pn1a	2	O76201; O76200	Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer)	82	50%
UniRef50_O76963	partially reviewed	Cluster: Insect toxin OsI1	10	O76963; Q2NNB8; P58779; P59863; E7CLN3; E7CLN1; E7CLN5; E7CLN6; E7CLN4; E7CLN2	Orthochirus scrobiculosus (Central Asian scorpion); Hottentotta saulcyi; Centruroides sculpturatus (Bark scorpion); Buthus occitanus tunetanus (Common European scorpion); Rhopalurus junceus (Caribbean blue scorpion)	64	50%
UniRef50_O93517	partially reviewed	Cluster: Zinc metalloproteinase/disintegrin (Fragment)	5	O93517; Q4JCR9; Q90222; O93516; Q90221	Gloydius brevicaudus (Korean slamosa snake) (Agkistrodon halys brevicaudus); Bitis arietans (African puff adder); Gloydius halys (Chinese water mocassin) (Agkistrodon halys)	105	50%
UniRef50_O96669	reviewed	Cluster: Putative potassium channel blocker (Fragment)	1	O96669	Mesobuthus tamulus (Eastern Indian scorpion) (Buthus tamulus)	45	50%
